kota_raw,kota,rumah_sakit,nomor_telpon,nama_dokter,spesialis_raw,spesialis_standar,subspesialis_raw,subspesialis_standar,non_spesialis_raw,sumber_data
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Aninka Saboe, dr., SpJP.",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"A. Hafiedz Aziz Kartamihardja, dr., M.Kes. SpJP.",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,rshs_bandung_2_csv
Kota Jayapura,Kota Jayapura,RS Provita Jayapura,-,dr. Musnidarti Sp.JP (K),Spesialis Jantung dan Pembuluh Darah Konsultan Intervensi,Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah Konsultan Intervensi,Subspesialis Jantung dan Pembuluh Darah - Intervensi,-,provita_jayapura_csv
Kota Jayapura,Kota Jayapura,RS Provita Jayapura,-,dr. Rini Lestari Ansanay Sp.KFR,Spesialis Kedokteran Fisik & Rehabilitasi,Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Spesialis Kedokteran Fisik & Rehabilitasi,-,-,provita_jayapura_csv
Kota Jayapura,Kota Jayapura,RS Provita Jayapura,-,"dr. Octaviany H. Malamassam, Sp.KFR",Spesialis Kedokteran Fisik & Rehabilitasi,Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Spesialis Kedokteran Fisik & Rehabilitasi,-,-,provita_jayapura_csv
jakarta selatan,jakarta selatan,rsud jagakarsa,-,lucya putri juwita,Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),-,-,-,rsud_gofar_tes_csv
jakarta utara,jakarta utara,rsud cilincing,-,"dr. sandra wihardjo, sp.kfr",Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),-,-,-,rsud_gofar_tes_csv
jakarta timur,jakarta timur,rsud kramat jati,-,"dr. rahmania noor adiba, sp.kfr",Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"dr. pontjo tjahjo marwoto, sp.kfr",Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"dr. rifalisanto, sp.kfr",Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),-,-,-,rsud_gofar_tes_csv
jakarta selatan,jakarta selatan,rsud tebet,-,"dr. pontjo tjahjo m., sp.kfr",Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),-,-,-,rsud_gofar_tes_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Arnengsih, dr., SpKFR",Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Cardiorespi,Subspesialis Rehab Medik - Cardiorespi,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Dian Marta Sari, dr., SpKFR.,M.Kes",Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Cardiorespi,Subspesialis Rehab Medik - Cardiorespi,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Farida Arisanti, dr., SpKFR",Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Neurologi,Subspesialis Rehab Medik - Neurologi,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Irma Ruslina Defi, dr., SpKFR.,Med.Sc",Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Geriatri,Subspesialis Rehab Medik - Geriatri,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Istingadah Desiana, dr., SpKFR",Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Cardiorespi,Subspesialis Rehab Medik - Cardiorespi,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Rachmat Zulkarnain Goesasi, dr., SpKFR",Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Muskulo sceletal,Subspesialis Rehab Medik - Muskulo sceletal,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Sunaryo BS, dr., SpKFR",Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Cardiorespi,Subspesialis Rehab Medik - Cardiorespi,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Tertianto Prabowo, dr.,SpKFR",Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Muskulo sceletal,Subspesialis Rehab Medik - Muskulo sceletal,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Vitriana, dr.,SpKFR",Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Neurologi,Subspesialis Rehab Medik - Neurologi,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Ellyana Sungkar, dr., Sp.KFR",Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Pediatrik,Subspesialis Rehab Medik - Pediatrik,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Marietta Shanti Prananta dr., Sp.KFR",Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Pediatrik,Subspesialis Rehab Medik - Pediatrik,-,rshs_bandung_2_csv
Kota Jayapura,Kota Jayapura,RS Provita Jayapura,-,dr. Manoe Bernd Paul Sp.KJ.Subsp.A.R.(K).MKes,Spesialis Kedokteran Jiwa,Spesialis Psikiatri (SpKJ),Spesialis Kedokteran Jiwa,-,-,provita_jayapura_csv
jakarta selatan,jakarta selatan,rsud jagakarsa,-,mirza hapsari massarapa,Spesialis Kesehatan Jiwa (Sp.KJ),Spesialis Psikiatri (SpKJ),-,-,-,rsud_gofar_tes_csv
jakarta selatan,jakarta selatan,rsud jagakarsa,-,nurrahma sukmaya kalamsari,Spesialis Kesehatan Jiwa (Sp.KJ),Spesialis Psikiatri (SpKJ),-,-,-,rsud_gofar_tes_csv
jakarta utara,jakarta utara,rsud cilincing,-,"dr. rivo mario w, sp.kj",Spesialis Kesehatan Jiwa (Sp.KJ),Spesialis Psikiatri (SpKJ),-,-,-,rsud_gofar_tes_csv
jakarta barat,jakarta barat,rsud kalideres,-,"dr. elli misnawati, sp.kj",Spesialis Kesehatan Jiwa (Sp.KJ),Spesialis Psikiatri (SpKJ),-,-,-,rsud_gofar_tes_csv
jakarta barat,jakarta barat,rsud kalideres,-,"dr. darwin gozali, sp.m",Spesialis Kesehatan Jiwa (Sp.KJ),Spesialis Psikiatri (SpKJ),-,-,-,rsud_gofar_tes_csv
jakarta barat,jakarta barat,rsud kembangan,-,"dr. prianto djatmiko, sp.kj",Spesialis Kesehatan Jiwa (Sp.KJ),Spesialis Psikiatri (SpKJ),-,-,-,rsud_gofar_tes_csv
jakarta timur,jakarta timur,rsud kramat jati,-,"dr. dian oktaria safitri, sp.kj",Spesialis Kesehatan Jiwa (Sp.KJ),Spesialis Psikiatri (SpKJ),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"dr. meiliana lindawaty rambakila, sp.kj",Spesialis Kesehatan Jiwa (Sp.KJ),Spesialis Psikiatri (SpKJ),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"dr. zulvia oktanida syarif, sp.kj",Spesialis Kesehatan Jiwa (Sp.KJ),Spesialis Psikiatri (SpKJ),-,-,-,rsud_gofar_tes_csv
jakarta selatan,jakarta selatan,rsud tebet,-,dr. katrin nada sp.kj,Spesialis Kesehatan Jiwa (Sp.KJ),Spesialis Psikiatri (SpKJ),-,-,-,rsud_gofar_tes_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Arifah Nur Istiqomah, dr., SpKJ(K)",Spesialis Kesehatan Jiwa (Sp.KJ),Spesialis Psikiatri (SpKJ),Psikiatri Umum dan Adiksi,Subspesialis Psikiatri - Adiksi,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Lucky Saputra, dr, Sp.KJ(K), M.Kes",Spesialis Kesehatan Jiwa (Sp.KJ),Spesialis Psikiatri (SpKJ),Psikiatri Umum dan Adiksi,Subspesialis Psikiatri - Adiksi,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"N. R. Febrianti S. D., dr., MM., SpKJ",Spesialis Kesehatan Jiwa (Sp.KJ),Spesialis Psikiatri (SpKJ),Psikiatri Umum,-,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Santi Andayani, dr., SpKJ.MMRS",Spesialis Kesehatan Jiwa (Sp.KJ),Spesialis Psikiatri (SpKJ),Psikiatri Umum,-,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Shelly Iskandar, dr.,Sp.Akp., SpKJ., M.Si., PhD",Spesialis Kesehatan Jiwa (Sp.KJ),Spesialis Psikiatri (SpKJ),Psikiatri Umum,-,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Tuti Kurnianingsih, dr., SpKJ",Spesialis Kesehatan Jiwa (Sp.KJ),Spesialis Psikiatri (SpKJ),Psikiatri Umum,-,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Veranita Pandia, Dr., dr., SpKJ(K), M.Kes",Spesialis Kesehatan Jiwa (Sp.KJ),Spesialis Psikiatri (SpKJ),"Psikiatri Umum, Anak dan Remaja",Subspesialis Psikiatri - Anak dan Remaja,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Eva Krishna Sutedja, dr., M.Kes., SpKK",Spesialis Kulit dan Kelamin (Sp.KK),Spesialis Kulit dan Kelamin (Sp.KK),"Dermatologi Umum, Tumor Bedah Kulit",Subspesialis Kulit - Tumor Bedah Kulit,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Erda Avriyanti, dr., Sp.DV",Spesialis Kulit dan Kelamin (Sp.KK),Spesialis Kulit dan Kelamin (Sp.KK),Dermatologi umum,-,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Hendra Gunawan, dr., SpKK(K).,PhD",Spesialis Kulit dan Kelamin (Sp.KK),Spesialis Kulit dan Kelamin (Sp.KK),"Dermatologi Umum, Infeksi",Subspesialis Kulit - Infeksi,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Kartika Ruchiatan, dr., SpKK., M.Kes",Spesialis Kulit dan Kelamin (Sp.KK),Spesialis Kulit dan Kelamin (Sp.KK),"Dermatologi Umum, Kosmetik",Subspesialis Kulit - Kosmetik,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Laila Tsaqilah, dr., Sp.DV",Spesialis Kulit dan Kelamin (Sp.KK),Spesialis Kulit dan Kelamin (Sp.KK),Dermatologi umum,-,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Miranti Pangastuti, dr., Sp.DV",Spesialis Kulit dan Kelamin (Sp.KK),Spesialis Kulit dan Kelamin (Sp.KK),"Dermatologi Umum, Alergi",Subspesialis Kulit - Alergi,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Oki Suwarsa, Prof., Dr., dr., SpKK",Spesialis Kulit dan Kelamin (Sp.KK),Spesialis Kulit dan Kelamin (Sp.KK),"Dermatologi Umum, Alergi",Subspesialis Kulit - Alergi,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Pati Aji Achdiat, dr., SpKK., M.Kes",Spesialis Kulit dan Kelamin (Sp.KK),Spesialis Kulit dan Kelamin (Sp.KK),"Dermatologi Umum, Venerologi",Subspesialis Kulit - Venerologi,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Reiva Farah Dwiyana, dr., SpKK.,M.Kes",Spesialis Kulit dan Kelamin (Sp.KK),Spesialis Kulit dan Kelamin (Sp.KK),"Dermatologi Umum, Dermatologi Anak",Subspesialis Kulit - Dermatologi Anak,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Reti Hindriati, dr., SpKK(K)",Spesialis Kulit dan Kelamin (Sp.KK),Spesialis Kulit dan Kelamin (Sp.KK),"Dermatologi Umum, Kosmetik",Subspesialis Kulit - Kosmetik,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Risa Miliawati Nurul, dr., SpKK",Spesialis Kulit dan Kelamin (Sp.KK),Spesialis Kulit dan Kelamin (Sp.KK),"Dermatologi Umum, Infeksi",Subspesialis Kulit - Infeksi,-,rshs_bandung_2_csv
Kota Jayapura,Kota Jayapura,RS Provita Jayapura,-,"dr. Nolanda Trikanti, Sp.DVE","Spesialis Kulit, Kelamin dan Estetika",Spesialis Kulit dan Kelamin (Sp.KK),"Spesialis Kulit, Kelamin dan Estetika",-,-,provita_jayapura_csv
Kota Jayapura,Kota Jayapura,RS Provita Jayapura,-,"dr. Wendy Hanny Lewerissa, Sp.M",Spesialis Mata,Spesialis Mata (Sp.M),Spesialis Mata,-,-,provita_jayapura_csv
Kota Jayapura,Kota Jayapura,RS Provita Jayapura,-,"dr. Ni Putu Dian Ayu Permatasari, Sp.M",Spesialis Mata,Spesialis Mata (Sp.M),Spesialis Mata,-,-,provita_jayapura_csv
Kota Jayapura,Kota Jayapura,RS Provita Jayapura,-,"dr. Samuel Octovianus Dimara, Sp.M",Spesialis Mata,Spesialis Mata (Sp.M),Spesialis Mata,-,-,provita_jayapura_csv
Kota Jayapura,Kota Jayapura,RS Provita Jayapura,-,"dr. Nugraeni N Masiku, Sp.OG.,M.Ked Klin",Spesialis Obgyn,Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obgyn,-,-,provita_jayapura_csv
Kota Jayapura,Kota Jayapura,RS Provita Jayapura,-,"dr. Yusri Bija, Sp.OG.,M.Kes",Spesialis Obgyn,Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obgyn,-,-,provita_jayapura_csv
Kota Jayapura,Kota Jayapura,RS Provita Jayapura,-,"dr. Ely Yulianus M. Limbu, Sp.OG",Spesialis Obgyn,Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obgyn,-,-,provita_jayapura_csv
jakarta selatan,jakarta selatan,rsud jagakarsa,-,cantik putri pratiwi n.d.,Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,rsud_gofar_tes_csv
jakarta selatan,jakarta selatan,rsud jagakarsa,-,dr. anisya friska sari hasibuan,Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,rsud_gofar_tes_csv
jakarta selatan,jakarta selatan,rsud jagakarsa,-,dr. dimas radityo yohakim sp.og,Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,rsud_gofar_tes_csv
jakarta utara,jakarta utara,rsud cilincing,-,"dr. finna hardjono, sp.og",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,rsud_gofar_tes_csv
jakarta utara,jakarta utara,rsud cilincing,-,"dr. imam rahmadi, sp.og",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,rsud_gofar_tes_csv
jakarta utara,jakarta utara,rsud cilincing,-,"dr. andrew putranagara, sp.og",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud johar baru,-,"dr. arif, sp.og",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud johar baru,-,"dr. mathhew, sp.og",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,rsud_gofar_tes_csv
jakarta barat,jakarta barat,rsud kembangan,-,"dr. fadhilla akhdasari, sp.og",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,rsud_gofar_tes_csv
jakarta barat,jakarta barat,rsud kembangan,-,"dr. marendra mahathir, sp.og",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,rsud_gofar_tes_csv
jakarta barat,jakarta barat,rsud kembangan,-,"dr. titi amalia, sp.og",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,rsud_gofar_tes_csv
jakarta timur,jakarta timur,rsud kramat jati,-,"dr. pradana akmaja chaetawarsa, sp.og",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,rsud_gofar_tes_csv
jakarta timur,jakarta timur,rsud kramat jati,-,"dr. sarah miriam ratna pratamasari , sp.og",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"dr. isrin ilyas, sp.og",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"dr. steven aristida, sp.og",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"dr. doddy fernando pausoan, sp.og(k), m.kes",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"dr. harianto wijaya, sp.og-kfer",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"dr. mac. ekarini arya s, sp.og(k)",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,rsud_gofar_tes_csv
jakarta pusat,jakarta pusat,rsud tarakan,-,"dr. dr. unedo hence markus sihombing, sp.ogk.onk",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,rsud_gofar_tes_csv
jakarta selatan,jakarta selatan,rsud tebet,-,"dr. wahyu ginealdy, sp.og",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,rsud_gofar_tes_csv
jakarta selatan,jakarta selatan,rsud tebet,-,"dr. ramadhina, sp.og",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,rsud_gofar_tes_csv
jakarta selatan,jakarta selatan,rsud tebet,-,"dr. nuryasni, sp.og",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,rsud_gofar_tes_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Ali Budi Harsono, dr., SpOG(K)",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),Onkologi,Subspesialis ObsGin - Onkologi,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Andi Kurniadi, dr., SpOG(K)",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),Onkologi,Subspesialis ObsGin - Onkologi,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Andi Rinaldi, dr., SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),Uroginekologi,Subspesialis ObsGin - Uroginekologi,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Anita Rachmawati, dr., SpOG(K)",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),Fertilitas dan Endokrin,Subspesialis ObsGin - Fertilitas dan Endokrin,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Artha Falentin Putri Susilo, dr., SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),Fertilitas dan Endokrin,Subspesialis ObsGin - Fertilitas dan Endokrin,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Aria Prasetyo Masoem, dr., SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),Obsos dan KB,Subspesialis ObsGin - Obsos dan KB,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Adhi Pribadi, Dr., dr., SpOG(K)",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),Fetomaternal,Subspesialis ObsGin - Fetomaternal,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Amillia Sidiq, dr., M.Si., Sp.OG(K)",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),Fetomaternal,Subspesialis ObsGin - Fetomaternal,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Akhmad Yogi Pramatirta, dr., SpOD(K)., M.Kes",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),Fetomaternal,Subspesialis ObsGin - Fetomaternal,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Budi Handono, Dr., dr., SpOG(K)., MH.Kes",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),Fetomaternal,Subspesialis ObsGin - Fetomaternal,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Dini Hidayat, dr., SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),Obsos dan KB,Subspesialis ObsGin - Obsos dan KB,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Dini Pusianawati, dr., SpOG(K)",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),Obsos dan KB,Subspesialis ObsGin - Obsos dan KB,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Dodi Suardi, dr., SpOG(K)",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),Onkologi,Subspesialis ObsGin - Onkologi,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Eppy Darmadi Achmad, dr., SpOG(K)., Mkes",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),Uroginekologi,Subspesialis ObsGin - Uroginekologi,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Febia Erfiandi dr., SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),Onkologi,Subspesialis ObsGin - Onkologi,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Fridya Wulandari, dr., SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),Obsos dan KB,Subspesialis ObsGin - Obsos dan KB,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Gatot N.A.W, dr., SpOG (K)",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),Onkologi,Subspesialis ObsGin - Onkologi,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Mochamad Rizkar Arev Sukarsa, dr., SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),Uroginekologi,Subspesialis ObsGin - Uroginekologi,-,rshs_bandung_2_csv
Kota Bandung,Kota Bandung,RSUP Dr. Hasan Sadikin Bandung,-,"Mulya Nusa AR, dr., SpOG.,Mkes",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),Fertilitas dan Endokrin,Subspesialis ObsGin - Fertilitas dan Endokrin,-,rshs_bandung_2_csv
